V1
-0.020571844
-0.062991088
0.37734599
-0.093380994
0.140874532
0.107255699
0.130744564
-0.049486128
-0.168415772
-0.51443859
-0.147943697
-2.044526274
0.237374478
-1.41728672
-2.675780291
-0.444418227
0.300217546
-1.172247212
-1.014849019
0.740224935
-0.69662552
0.205566563
-2.203240352
-0.356854532
0.369045658
1.041518748
-0.376483088
0.410556118
-0.00967176
-0.288041871
-0.694020411
-1.729627224
-1.263624329
-0.187404952
0.694961861
-0.111525297
-1.402436456
-1.705255043
0.161991578
-1.149573585
0.49798996
0.523430842
-0.122014092
-0.335066495
-0.102389201
-1.697975706
0.123936684
-0.862163642
0.383851321
0.21210423
-0.565856751
1.544957052
-0.036186559
-0.759920546
-1.024049221
0.100681045
0.4772408
-0.591797814
1.124938907
1.6264046
1.285747661
-0.206196355
1.957148343
1.673157286
-0.442582272
1.337800842
-0.033272788
-0.42563207
0.463965776
-0.295312766
0.934941182
0.404518002
0.546094602
0.382952953
-0.547199253
0.347684645
0.600995124
1.932477818
-0.465739454
1.734535431
-0.214953498
-1.079565237
-0.815850756
1.968674027
1.245863079
1.91490801
2.359766261
