"x"
0.4884118218437
1.1902290481129e-24
1.2904770911327e-13
1.63040265602752e-05
0.000215130490529633
0.00123833759405885
29.6054934301101
0.378113337063343
4.46117096305983e-06
1.02468904088969e-20
0.00384570910639144
3.25340258125825e-28
1.38134671032916e-10
0.00557376925687542
1.6570611584775
0.00292858028256879
3.77025581943724e-05
9.79746414264913
2.37750512146722
0.000471087660326331
32.5612819134426
2.58422519508771
1.29019642973108e-05
0.318326324390204
4.57790499345626
20.2372765527661
0.00041168466470788
5.80712850771798
0.00693512443562593
9.27900452649886e-25
3.32308345975808e-06
0
1.22067126792698e-24
8.39920331982061e-24
1.13802887035782e-17
3.60531781636492e-33
6.50880956243778e-13
8.27823565249581e-22
3.14293879155821e-18
0
0.00138384628957525
4.94670275365341e-05
1.62022907443417e-20
3.99693568704078e-06
0.00527705977314002
1.76668468942815e-18
2.53626874640906e-29
1.57409943830534e-37
0.140927598149703
3.89948345370301e-28
1.85570060610685e-29
5.52311577499087e-27
4.43622377896501
0.484367627815955
7.21528283896596e-23
6.08054732067788
2.76797608007354e-27
1.935956929895e-28
0.117347793341442
5.79662507116952e-10
0
0.00869608071974119
2.68721080344896e-31
8.6803089495677e-39
2.05019198486302e-34
0
0
2.58129786748519e-31
0
1.28272894685638e-23
2.28877879736528e-20
0.027079062770086
7.16821329021038e-23
6.93506688323398e-24
1.07818040024638e-19
4.80357555479545e-24
0
0
1.05500836688834e-28
0.340239127225312
1.03064972396581e-31
0.000548350753606395
5.07611100362454e-32
3.81588205414975e-35
0
4.44787721155783e-32
0
